Country,Year,Month,State/Ut Name,Type Of Supply,"E-Way Suppliers (UOM:Number), Scaling Factor:1","E-Way Bills (UOM:Number), Scaling Factor:1","Assessable Value (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Calendar Year (Jan - Dec), 2025","May, 2025",TELANGANA,INCOMING FROM OTHER STATES,73689,1722718,53780.7055
India,"Calendar Year (Jan - Dec), 2025","May, 2025",TELANGANA,OUTGOING TO OTHER STATES,38041,1095849,43709.689900000005
India,"Calendar Year (Jan - Dec), 2025","May, 2025",TELANGANA,WITHIN-STATE,54962,3972616,54675.0474
India,"Calendar Year (Jan - Dec), 2025","May, 2025",TRIPURA,INCOMING FROM OTHER STATES,5411,53171,1219.623
India,"Calendar Year (Jan - Dec), 2025","May, 2025",TRIPURA,OUTGOING TO OTHER STATES,710,4274,395.9532
India,"Calendar Year (Jan - Dec), 2025","May, 2025",TRIPURA,WITHIN-STATE,2316,52331,1049.128
India,"Calendar Year (Jan - Dec), 2025","May, 2025",UTTAR PRADESH,INCOMING FROM OTHER STATES,244502,4060203,118136.7889
India,"Calendar Year (Jan - Dec), 2025","May, 2025",UTTAR PRADESH,OUTGOING TO OTHER STATES,105946,3297747,93331.92619999999
India,"Calendar Year (Jan - Dec), 2025","May, 2025",UTTAR PRADESH,WITHIN-STATE,164574,8184143,119708.64189999999
India,"Calendar Year (Jan - Dec), 2025","May, 2025",UTTARAKHAND,INCOMING FROM OTHER STATES,34197,863367,21438.139700000003
India,"Calendar Year (Jan - Dec), 2025","May, 2025",UTTARAKHAND,OUTGOING TO OTHER STATES,11105,546441,23793.7559
India,"Calendar Year (Jan - Dec), 2025","May, 2025",UTTARAKHAND,WITHIN-STATE,16728,937887,16548.5407
India,"Calendar Year (Jan - Dec), 2025","May, 2025",WEST BENGAL,INCOMING FROM OTHER STATES,79616,1581514,59349.3513
India,"Calendar Year (Jan - Dec), 2025","May, 2025",WEST BENGAL,OUTGOING TO OTHER STATES,51704,1313927,52019.218
India,"Calendar Year (Jan - Dec), 2025","May, 2025",WEST BENGAL,WITHIN-STATE,65556,4133887,72301.4485
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ANDAMAN AND NICOBAR,INCOMING FROM OTHER STATES,1213,12762,346.1003
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ANDAMAN AND NICOBAR,OUTGOING TO OTHER STATES,140,776,164.0418
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ANDAMAN AND NICOBAR,WITHIN-STATE,111,2889,59.5493
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ANDHRA PRADESH,INCOMING FROM OTHER STATES,75288,1162469,43908.8991
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ANDHRA PRADESH,OUTGOING TO OTHER STATES,24285,589851,44286.312000000005
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ANDHRA PRADESH,WITHIN-STATE,40126,2486923,39121.7598
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ARUNACHAL PRADESH,INCOMING FROM OTHER STATES,4846,51159,1260.6831
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ARUNACHAL PRADESH,OUTGOING TO OTHER STATES,362,4474,288.0979
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ARUNACHAL PRADESH,WITHIN-STATE,434,10349,217.15650000000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ASSAM,INCOMING FROM OTHER STATES,30251,476348,14775.1619
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ASSAM,OUTGOING TO OTHER STATES,12634,260064,8432.0641
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ASSAM,WITHIN-STATE,16451,688709,12664.2192
India,"Calendar Year (Jan - Dec), 2025","April, 2025",BIHAR,INCOMING FROM OTHER STATES,73323,1194499,25141.6993
India,"Calendar Year (Jan - Dec), 2025","April, 2025",BIHAR,OUTGOING TO OTHER STATES,10976,156054,5177.0294
India,"Calendar Year (Jan - Dec), 2025","April, 2025",BIHAR,WITHIN-STATE,15301,965416,16435.1851
India,"Calendar Year (Jan - Dec), 2025","April, 2025",CHANDIGARH,INCOMING FROM OTHER STATES,9387,218792,3754.355
India,"Calendar Year (Jan - Dec), 2025","April, 2025",CHANDIGARH,OUTGOING TO OTHER STATES,5359,119650,2251.0660000000003
India,"Calendar Year (Jan - Dec), 2025","April, 2025",CHANDIGARH,WITHIN-STATE,2463,33775,514.8324
India,"Calendar Year (Jan - Dec), 2025","April, 2025",CHHATTISGARH,INCOMING FROM OTHER STATES,30010,664197,22202.935699999998
India,"Calendar Year (Jan - Dec), 2025","April, 2025",CHHATTISGARH,OUTGOING TO OTHER STATES,11511,311913,24057.886000000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",CHHATTISGARH,WITHIN-STATE,17777,959313,26093.2416
India,"Calendar Year (Jan - Dec), 2025","April, 2025",DADRA AND NAGAR HAVELI,INCOMING FROM OTHER STATES,6056,208871,16684.4855
India,"Calendar Year (Jan - Dec), 2025","April, 2025",DADRA AND NAGAR HAVELI,OUTGOING TO OTHER STATES,4039,469484,20420.9179
India,"Calendar Year (Jan - Dec), 2025","April, 2025",DADRA AND NAGAR HAVELI,WITHIN-STATE,3161,133101,6391.4726
India,"Calendar Year (Jan - Dec), 2025","April, 2025",DAMAN AND DIU,INCOMING FROM OTHER STATES,34,57,2.0761000000000003
India,"Calendar Year (Jan - Dec), 2025","April, 2025",DAMAN AND DIU,OUTGOING TO OTHER STATES,0,0,0
India,"Calendar Year (Jan - Dec), 2025","April, 2025",DAMAN AND DIU,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2025","April, 2025",DELHI,INCOMING FROM OTHER STATES,146585,4799571,65782.9362
India,"Calendar Year (Jan - Dec), 2025","April, 2025",DELHI,OUTGOING TO OTHER STATES,134859,2502600,57290.5156
India,"Calendar Year (Jan - Dec), 2025","April, 2025",DELHI,WITHIN-STATE,79030,1387699,43132.3593
India,"Calendar Year (Jan - Dec), 2025","April, 2025",GOA,INCOMING FROM OTHER STATES,8896,159408,5924.615
India,"Calendar Year (Jan - Dec), 2025","April, 2025",GOA,OUTGOING TO OTHER STATES,1956,72845,5689.0034
India,"Calendar Year (Jan - Dec), 2025","April, 2025",GOA,WITHIN-STATE,2185,186951,2728.6142999999997
India,"Calendar Year (Jan - Dec), 2025","April, 2025",GUJARAT,INCOMING FROM OTHER STATES,163993,2588983,124452.412
India,"Calendar Year (Jan - Dec), 2025","April, 2025",GUJARAT,OUTGOING TO OTHER STATES,158777,5880650,164467.397
India,"Calendar Year (Jan - Dec), 2025","April, 2025",GUJARAT,WITHIN-STATE,198742,6982077,189228.78850000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",HARYANA,INCOMING FROM OTHER STATES,126780,3693757,108126.5574
India,"Calendar Year (Jan - Dec), 2025","April, 2025",HARYANA,OUTGOING TO OTHER STATES,78315,7872704,113063.0578
India,"Calendar Year (Jan - Dec), 2025","April, 2025",HARYANA,WITHIN-STATE,89076,5987192,82286.95730000001
India,"Calendar Year (Jan - Dec), 2025","April, 2025",HIMACHAL PRADESH,INCOMING FROM OTHER STATES,27593,425428,12841.541799999999
India,"Calendar Year (Jan - Dec), 2025","April, 2025",HIMACHAL PRADESH,OUTGOING TO OTHER STATES,6552,334041,14353.1518
India,"Calendar Year (Jan - Dec), 2025","April, 2025",HIMACHAL PRADESH,WITHIN-STATE,10406,364910,7841.3253
India,"Calendar Year (Jan - Dec), 2025","April, 2025",JAMMU AND KASHMIR,INCOMING FROM OTHER STATES,22533,287919,8144.0815
India,"Calendar Year (Jan - Dec), 2025","April, 2025",JAMMU AND KASHMIR,OUTGOING TO OTHER STATES,4371,54491,3888.6945
India,"Calendar Year (Jan - Dec), 2025","April, 2025",JAMMU AND KASHMIR,WITHIN-STATE,9917,338594,5803.2769
India,"Calendar Year (Jan - Dec), 2025","April, 2025",JHARKHAND,INCOMING FROM OTHER STATES,33596,623756,20384.8143
India,"Calendar Year (Jan - Dec), 2025","April, 2025",JHARKHAND,OUTGOING TO OTHER STATES,10418,316963,19403.608500000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",JHARKHAND,WITHIN-STATE,12976,814667,17987.063700000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",KARNATAKA,INCOMING FROM OTHER STATES,134821,2766760,100875.4032
India,"Calendar Year (Jan - Dec), 2025","April, 2025",KARNATAKA,OUTGOING TO OTHER STATES,63156,3139266,87352.2056
India,"Calendar Year (Jan - Dec), 2025","April, 2025",KARNATAKA,WITHIN-STATE,122283,7622655,122254.2449
India,"Calendar Year (Jan - Dec), 2025","April, 2025",KERALA,INCOMING FROM OTHER STATES,61789,881239,22843.4221
India,"Calendar Year (Jan - Dec), 2025","April, 2025",KERALA,OUTGOING TO OTHER STATES,18478,243889,10548.0998
India,"Calendar Year (Jan - Dec), 2025","April, 2025",KERALA,WITHIN-STATE,48767,2161619,65996.77679999999
India,"Calendar Year (Jan - Dec), 2025","April, 2025",LADAKH,INCOMING FROM OTHER STATES,1615,12251,309.9483
India,"Calendar Year (Jan - Dec), 2025","April, 2025",LADAKH,OUTGOING TO OTHER STATES,72,302,13.0186
India,"Calendar Year (Jan - Dec), 2025","April, 2025",LADAKH,WITHIN-STATE,131,1316,38.0967
India,"Calendar Year (Jan - Dec), 2025","April, 2025",LAKSHADWEEP,INCOMING FROM OTHER STATES,86,863,18.5976
India,"Calendar Year (Jan - Dec), 2025","April, 2025",LAKSHADWEEP,OUTGOING TO OTHER STATES,2,6,0.1259
India,"Calendar Year (Jan - Dec), 2025","April, 2025",LAKSHADWEEP,WITHIN-STATE,2,2,0.0414
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MADHYA PRADESH,INCOMING FROM OTHER STATES,89013,1400604,43206.860700000005
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MADHYA PRADESH,OUTGOING TO OTHER STATES,25751,634905,31858.4659
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MADHYA PRADESH,WITHIN-STATE,30813,1373027,27404.473700000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MAHARASHTRA,INCOMING FROM OTHER STATES,240421,4133839,189659.73
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MAHARASHTRA,OUTGOING TO OTHER STATES,131240,5601223,188884.07570000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MAHARASHTRA,WITHIN-STATE,177894,12048044,246195.82210000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MANIPUR,INCOMING FROM OTHER STATES,3078,41212,926.0850999999999
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MANIPUR,OUTGOING TO OTHER STATES,245,4090,393.2275
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MANIPUR,WITHIN-STATE,177,5683,157.2311
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MEGHALAYA,INCOMING FROM OTHER STATES,4307,52032,1330.3559
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MEGHALAYA,OUTGOING TO OTHER STATES,646,38776,854.5161
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MEGHALAYA,WITHIN-STATE,674,25057,486.4043
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MIZORAM,INCOMING FROM OTHER STATES,2416,32694,631.4923
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MIZORAM,OUTGOING TO OTHER STATES,117,1274,28.914699999999996
India,"Calendar Year (Jan - Dec), 2025","April, 2025",MIZORAM,WITHIN-STATE,69,2154,38.0886
India,"Calendar Year (Jan - Dec), 2025","April, 2025",NAGALAND,INCOMING FROM OTHER STATES,2975,37353,745.9923
India,"Calendar Year (Jan - Dec), 2025","April, 2025",NAGALAND,OUTGOING TO OTHER STATES,366,3669,131.21280000000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",NAGALAND,WITHIN-STATE,262,3990,127.0958
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ODISHA,INCOMING FROM OTHER STATES,41463,649646,34795.655699999996
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ODISHA,OUTGOING TO OTHER STATES,8979,405712,34387.7899
India,"Calendar Year (Jan - Dec), 2025","April, 2025",ODISHA,WITHIN-STATE,21813,1491827,29927.407900000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",Other Territory,INCOMING FROM OTHER STATES,222,14129,3075.2237
India,"Calendar Year (Jan - Dec), 2025","April, 2025",Other Territory,OUTGOING TO OTHER STATES,48,3765,663.5125
India,"Calendar Year (Jan - Dec), 2025","April, 2025",Other Territory,WITHIN-STATE,11,214,214.9217
India,"Calendar Year (Jan - Dec), 2025","April, 2025",PUDUCHERRY,INCOMING FROM OTHER STATES,6439,143536,4115.7481
India,"Calendar Year (Jan - Dec), 2025","April, 2025",PUDUCHERRY,OUTGOING TO OTHER STATES,2282,134008,4881.814
India,"Calendar Year (Jan - Dec), 2025","April, 2025",PUDUCHERRY,WITHIN-STATE,1378,54801,1710.0271
India,"Calendar Year (Jan - Dec), 2025","April, 2025",PUNJAB,INCOMING FROM OTHER STATES,82877,1246244,42367.99769999999
India,"Calendar Year (Jan - Dec), 2025","April, 2025",PUNJAB,OUTGOING TO OTHER STATES,54653,1387983,40516.4937
India,"Calendar Year (Jan - Dec), 2025","April, 2025",PUNJAB,WITHIN-STATE,79501,2833213,55846.962400000004
India,"Calendar Year (Jan - Dec), 2025","April, 2025",RAJASTHAN,INCOMING FROM OTHER STATES,122703,1910855,64927.4888
India,"Calendar Year (Jan - Dec), 2025","April, 2025",RAJASTHAN,OUTGOING TO OTHER STATES,60505,1857155,54951.170300000005
India,"Calendar Year (Jan - Dec), 2025","April, 2025",RAJASTHAN,WITHIN-STATE,70439,2361733,56408.6407
India,"Calendar Year (Jan - Dec), 2025","April, 2025",SIKKIM,INCOMING FROM OTHER STATES,3439,75980,1313.2281
India,"Calendar Year (Jan - Dec), 2025","April, 2025",SIKKIM,OUTGOING TO OTHER STATES,262,8000,3705.3728
India,"Calendar Year (Jan - Dec), 2025","April, 2025",SIKKIM,WITHIN-STATE,217,6531,112.18700000000001
India,"Calendar Year (Jan - Dec), 2025","April, 2025",TAMIL NADU,INCOMING FROM OTHER STATES,134491,2734756,115612.42820000001
India,"Calendar Year (Jan - Dec), 2025","April, 2025",TAMIL NADU,OUTGOING TO OTHER STATES,81469,2763011,117925.23730000001
India,"Calendar Year (Jan - Dec), 2025","April, 2025",TAMIL NADU,WITHIN-STATE,141217,8392847,160962.56050000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",TELANGANA,INCOMING FROM OTHER STATES,71573,1709372,50406.0018
India,"Calendar Year (Jan - Dec), 2025","April, 2025",TELANGANA,OUTGOING TO OTHER STATES,37934,1099425,42390.1688
India,"Calendar Year (Jan - Dec), 2025","April, 2025",TELANGANA,WITHIN-STATE,54000,3799611,51624.8824
India,"Calendar Year (Jan - Dec), 2025","April, 2025",TRIPURA,INCOMING FROM OTHER STATES,5294,50325,1279.8082000000002
India,"Calendar Year (Jan - Dec), 2025","April, 2025",TRIPURA,OUTGOING TO OTHER STATES,724,3901,374.4873
India,"Calendar Year (Jan - Dec), 2025","April, 2025",TRIPURA,WITHIN-STATE,2229,53171,1102.9079
India,"Calendar Year (Jan - Dec), 2025","April, 2025",UTTAR PRADESH,INCOMING FROM OTHER STATES,240620,4220266,116400.89189999999
India,"Calendar Year (Jan - Dec), 2025","April, 2025",UTTAR PRADESH,OUTGOING TO OTHER STATES,102401,3161946,88554.25210000001
India,"Calendar Year (Jan - Dec), 2025","April, 2025",UTTAR PRADESH,WITHIN-STATE,159472,8021110,116711.6599
India,"Calendar Year (Jan - Dec), 2025","April, 2025",UTTARAKHAND,INCOMING FROM OTHER STATES,33885,835443,20119.0759
India,"Calendar Year (Jan - Dec), 2025","April, 2025",UTTARAKHAND,OUTGOING TO OTHER STATES,10617,482430,21319.7032
India,"Calendar Year (Jan - Dec), 2025","April, 2025",UTTARAKHAND,WITHIN-STATE,16358,898980,14811.8531
India,"Calendar Year (Jan - Dec), 2025","April, 2025",WEST BENGAL,INCOMING FROM OTHER STATES,77671,1553848,57845.3125
India,"Calendar Year (Jan - Dec), 2025","April, 2025",WEST BENGAL,OUTGOING TO OTHER STATES,50088,1268529,49891.6443
India,"Calendar Year (Jan - Dec), 2025","April, 2025",WEST BENGAL,WITHIN-STATE,63889,3868126,69442.57639999999
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ANDAMAN AND NICOBAR,INCOMING FROM OTHER STATES,1260,14356,432.2133
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ANDAMAN AND NICOBAR,OUTGOING TO OTHER STATES,128,957,124.65370000000001
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ANDAMAN AND NICOBAR,WITHIN-STATE,115,3836,103.2075
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ANDHRA PRADESH,INCOMING FROM OTHER STATES,77514,1219457,49774.2724
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ANDHRA PRADESH,OUTGOING TO OTHER STATES,26024,634405,49257.7917
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ANDHRA PRADESH,WITHIN-STATE,43815,2606539,43673.7481
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ARUNACHAL PRADESH,INCOMING FROM OTHER STATES,4690,53844,1440.6376
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ARUNACHAL PRADESH,OUTGOING TO OTHER STATES,390,5547,317.5073
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ARUNACHAL PRADESH,WITHIN-STATE,500,11574,265.7805
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ASSAM,INCOMING FROM OTHER STATES,31895,533961,17124.8583
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ASSAM,OUTGOING TO OTHER STATES,13183,269301,9464.539200000001
India,"Calendar Year (Jan - Dec), 2025","March, 2025",ASSAM,WITHIN-STATE,17898,745195,15081.2695
India,"Calendar Year (Jan - Dec), 2025","March, 2025",BIHAR,INCOMING FROM OTHER STATES,74832,1153113,27303.5138
India,"Calendar Year (Jan - Dec), 2025","March, 2025",BIHAR,OUTGOING TO OTHER STATES,11675,159798,5838.525500000001
India,"Calendar Year (Jan - Dec), 2025","March, 2025",BIHAR,WITHIN-STATE,16796,1036934,19792.0179
India,"Calendar Year (Jan - Dec), 2025","March, 2025",CHANDIGARH,INCOMING FROM OTHER STATES,9706,226015,4550.717000000001
India,"Calendar Year (Jan - Dec), 2025","March, 2025",CHANDIGARH,OUTGOING TO OTHER STATES,5689,127022,2683.6894
India,"Calendar Year (Jan - Dec), 2025","March, 2025",CHANDIGARH,WITHIN-STATE,2863,34969,715.6053999999999
India,"Calendar Year (Jan - Dec), 2025","March, 2025",CHHATTISGARH,INCOMING FROM OTHER STATES,30474,708188,23981.292
India,"Calendar Year (Jan - Dec), 2025","March, 2025",CHHATTISGARH,OUTGOING TO OTHER STATES,12014,352369,27245.8654
India,"Calendar Year (Jan - Dec), 2025","March, 2025",CHHATTISGARH,WITHIN-STATE,20535,1102427,29614.9365
India,"Calendar Year (Jan - Dec), 2025","March, 2025",DADRA AND NAGAR HAVELI,INCOMING FROM OTHER STATES,6072,219714,18879.0861
India,"Calendar Year (Jan - Dec), 2025","March, 2025",DADRA AND NAGAR HAVELI,OUTGOING TO OTHER STATES,4159,501883,23962.5134
India,"Calendar Year (Jan - Dec), 2025","March, 2025",DADRA AND NAGAR HAVELI,WITHIN-STATE,3270,144395,7179.0545999999995
India,"Calendar Year (Jan - Dec), 2025","March, 2025",DAMAN AND DIU,INCOMING FROM OTHER STATES,27,51,1.4445
India,"Calendar Year (Jan - Dec), 2025","March, 2025",DAMAN AND DIU,OUTGOING TO OTHER STATES,0,0,0
India,"Calendar Year (Jan - Dec), 2025","March, 2025",DAMAN AND DIU,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2025","March, 2025",DELHI,INCOMING FROM OTHER STATES,151475,5045262,79034.8959
India,"Calendar Year (Jan - Dec), 2025","March, 2025",DELHI,OUTGOING TO OTHER STATES,142665,2672687,67847.2191
India,"Calendar Year (Jan - Dec), 2025","March, 2025",DELHI,WITHIN-STATE,89469,1505972,57838.9189
India,"Calendar Year (Jan - Dec), 2025","March, 2025",GOA,INCOMING FROM OTHER STATES,9105,163498,6570.152700000001
India,"Calendar Year (Jan - Dec), 2025","March, 2025",GOA,OUTGOING TO OTHER STATES,2046,77655,6721.254599999999
India,"Calendar Year (Jan - Dec), 2025","March, 2025",GOA,WITHIN-STATE,2327,190371,2875.9238
India,"Calendar Year (Jan - Dec), 2025","March, 2025",GUJARAT,INCOMING FROM OTHER STATES,163598,2642124,135021.5433
India,"Calendar Year (Jan - Dec), 2025","March, 2025",GUJARAT,OUTGOING TO OTHER STATES,160552,5824520,181218.58010000002
India,"Calendar Year (Jan - Dec), 2025","March, 2025",GUJARAT,WITHIN-STATE,205827,6949406,205773.951
India,"Calendar Year (Jan - Dec), 2025","March, 2025",HARYANA,INCOMING FROM OTHER STATES,129307,3847244,118306.2493
India,"Calendar Year (Jan - Dec), 2025","March, 2025",HARYANA,OUTGOING TO OTHER STATES,81825,8038770,128368.20460000001
India,"Calendar Year (Jan - Dec), 2025","March, 2025",HARYANA,WITHIN-STATE,97284,5962292,90573.4859
India,"Calendar Year (Jan - Dec), 2025","March, 2025",HIMACHAL PRADESH,INCOMING FROM OTHER STATES,27112,409882,13883.4436
India,"Calendar Year (Jan - Dec), 2025","March, 2025",HIMACHAL PRADESH,OUTGOING TO OTHER STATES,7073,353409,15933.5586
India,"Calendar Year (Jan - Dec), 2025","March, 2025",HIMACHAL PRADESH,WITHIN-STATE,11210,377099,8381.135
India,"Calendar Year (Jan - Dec), 2025","March, 2025",JAMMU AND KASHMIR,INCOMING FROM OTHER STATES,23285,302097,9643.7405
India,"Calendar Year (Jan - Dec), 2025","March, 2025",JAMMU AND KASHMIR,OUTGOING TO OTHER STATES,3981,51023,3861.8889
India,"Calendar Year (Jan - Dec), 2025","March, 2025",JAMMU AND KASHMIR,WITHIN-STATE,10942,352696,6625.496700000001
India,"Calendar Year (Jan - Dec), 2025","March, 2025",JHARKHAND,INCOMING FROM OTHER STATES,34275,625271,23052.7497
India,"Calendar Year (Jan - Dec), 2025","March, 2025",JHARKHAND,OUTGOING TO OTHER STATES,10946,355436,23586.0751
India,"Calendar Year (Jan - Dec), 2025","March, 2025",JHARKHAND,WITHIN-STATE,14434,870001,21462.8024
India,"Calendar Year (Jan - Dec), 2025","March, 2025",KARNATAKA,INCOMING FROM OTHER STATES,139954,2928764,113208.6026
India,"Calendar Year (Jan - Dec), 2025","March, 2025",KARNATAKA,OUTGOING TO OTHER STATES,66175,3342177,104912.4953
India,"Calendar Year (Jan - Dec), 2025","March, 2025",KARNATAKA,WITHIN-STATE,132872,8198732,141879.9294
India,"Calendar Year (Jan - Dec), 2025","March, 2025",KERALA,INCOMING FROM OTHER STATES,63945,1025007,26215.9437
India,"Calendar Year (Jan - Dec), 2025","March, 2025",KERALA,OUTGOING TO OTHER STATES,19365,266499,12329.708700000001
India,"Calendar Year (Jan - Dec), 2025","March, 2025",KERALA,WITHIN-STATE,50984,2258218,57380.86519999999
India,"Calendar Year (Jan - Dec), 2025","March, 2025",LADAKH,INCOMING FROM OTHER STATES,472,3107,124.01100000000001
India,"Calendar Year (Jan - Dec), 2025","March, 2025",LADAKH,OUTGOING TO OTHER STATES,43,110,14.6119
India,"Calendar Year (Jan - Dec), 2025","March, 2025",LADAKH,WITHIN-STATE,146,1106,46.279799999999994
India,"Calendar Year (Jan - Dec), 2025","March, 2025",LAKSHADWEEP,INCOMING FROM OTHER STATES,82,883,13.277899999999999
India,"Calendar Year (Jan - Dec), 2025","March, 2025",LAKSHADWEEP,OUTGOING TO OTHER STATES,4,22,0.7137
India,"Calendar Year (Jan - Dec), 2025","March, 2025",LAKSHADWEEP,WITHIN-STATE,1,3,0.0638
India,"Calendar Year (Jan - Dec), 2025","March, 2025",MADHYA PRADESH,INCOMING FROM OTHER STATES,89575,1410716,48589.4237
India,"Calendar Year (Jan - Dec), 2025","March, 2025",MADHYA PRADESH,OUTGOING TO OTHER STATES,27500,703938,36958.8491
India,"Calendar Year (Jan - Dec), 2025","March, 2025",MADHYA PRADESH,WITHIN-STATE,33977,1449783,32728.770699999997
India,"Calendar Year (Jan - Dec), 2025","March, 2025",MAHARASHTRA,INCOMING FROM OTHER STATES,242559,4303605,203191.9816
India,"Calendar Year (Jan - Dec), 2025","March, 2025",MAHARASHTRA,OUTGOING TO OTHER STATES,134924,5894982,218343.46289999998
